item_key,unit,category,item,co2,source,match_key,match_tokens
chicken thigh fried coated skin coating not eaten from raw,kg,food,"Chicken thigh, fried, coated, skin / coating not eaten, from raw",9.87,combined_food_emissions,chicken thigh fried coated skin coating not eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'raw')"
chicken thigh fried coated skin coating not eaten from restaurant,0.082,food,"chicken thigh, fried, coated, skin / coating not eaten, from restaurant",9.87,Existing Dataset,chicken thigh fried coated skin coating not eaten from restaurant,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'restaurant')"
chicken thigh fried coated skin coating not eaten from restaurant,kg,food,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",9.87,combined_food_emissions,chicken thigh fried coated skin coating not eaten from restaurant,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'restaurant')"
chicken thigh grilled with sauce skin eaten,0.063,food,"chicken thigh, grilled with sauce, skin eaten",9.87,Existing Dataset,chicken thigh grilled with sauce skin eaten,"('chicken', 'thigh', 'grilled', 'with', 'sauce', 'skin', 'eaten')"
chicken thigh grilled with sauce skin eaten,kg,food,"Chicken thigh, grilled with sauce, skin eaten",9.87,combined_food_emissions,chicken thigh grilled with sauce skin eaten,"('chicken', 'thigh', 'grilled', 'with', 'sauce', 'skin', 'eaten')"
chicken thigh grilled with sauce skin not eaten,0.066,food,"chicken thigh, grilled with sauce, skin not eaten",9.87,Existing Dataset,chicken thigh grilled with sauce skin not eaten,"('chicken', 'thigh', 'grilled', 'with', 'sauce', 'skin', 'not', 'eaten')"
chicken thigh grilled with sauce skin not eaten,kg,food,"Chicken thigh, grilled with sauce, skin not eaten",9.87,combined_food_emissions,chicken thigh grilled with sauce skin not eaten,"('chicken', 'thigh', 'grilled', 'with', 'sauce', 'skin', 'not', 'eaten')"
chicken thigh grilled without sauce skin eaten,0.061,food,"chicken thigh, grilled without sauce, skin eaten",9.87,Existing Dataset,chicken thigh grilled without sauce skin eaten,"('chicken', 'thigh', 'grilled', 'without', 'sauce', 'skin', 'eaten')"
chicken thigh grilled without sauce skin eaten,kg,food,"Chicken thigh, grilled without sauce, skin eaten",9.87,combined_food_emissions,chicken thigh grilled without sauce skin eaten,"('chicken', 'thigh', 'grilled', 'without', 'sauce', 'skin', 'eaten')"
chicken thigh grilled without sauce skin not eaten,0.065,food,"chicken thigh, grilled without sauce, skin not eaten",9.87,Existing Dataset,chicken thigh grilled without sauce skin not eaten,"('chicken', 'thigh', 'grilled', 'without', 'sauce', 'skin', 'not', 'eaten')"
chicken thigh grilled without sauce skin not eaten,kg,food,"Chicken thigh, grilled without sauce, skin not eaten",9.87,combined_food_emissions,chicken thigh grilled without sauce skin not eaten,"('chicken', 'thigh', 'grilled', 'without', 'sauce', 'skin', 'not', 'eaten')"
chicken thigh ns as to cooking method skin eaten,0.077,food,"chicken thigh, ns as to cooking method, skin eaten",9.87,Existing Dataset,chicken thigh ns as to cooking method skin eaten,"('chicken', 'thigh', 'ns', 'as', 'to', 'cooking', 'method', 'skin', 'eaten')"
chicken thigh ns as to cooking method skin eaten,kg,food,"Chicken thigh, NS as to cooking method, skin eaten",9.87,combined_food_emissions,chicken thigh ns as to cooking method skin eaten,"('chicken', 'thigh', 'ns', 'as', 'to', 'cooking', 'method', 'skin', 'eaten')"
chicken thigh ns as to cooking method skin not eaten,0.084,food,"chicken thigh, ns as to cooking method, skin not eaten",9.87,Existing Dataset,chicken thigh ns as to cooking method skin not eaten,"('chicken', 'thigh', 'ns', 'as', 'to', 'cooking', 'method', 'skin', 'not', 'eaten')"
chicken thigh ns as to cooking method skin not eaten,kg,food,"Chicken thigh, NS as to cooking method, skin not eaten",9.87,combined_food_emissions,chicken thigh ns as to cooking method skin not eaten,"('chicken', 'thigh', 'ns', 'as', 'to', 'cooking', 'method', 'skin', 'not', 'eaten')"
chicken thigh rotisserie skin eaten,0.077,food,"chicken thigh, rotisserie, skin eaten",9.87,Existing Dataset,chicken thigh rotisserie skin eaten,"('chicken', 'thigh', 'rotisserie', 'skin', 'eaten')"
chicken thigh rotisserie skin eaten,kg,food,"Chicken thigh, rotisserie, skin eaten",9.87,combined_food_emissions,chicken thigh rotisserie skin eaten,"('chicken', 'thigh', 'rotisserie', 'skin', 'eaten')"
chicken thigh rotisserie skin not eaten,0.084,food,"chicken thigh, rotisserie, skin not eaten",9.87,Existing Dataset,chicken thigh rotisserie skin not eaten,"('chicken', 'thigh', 'rotisserie', 'skin', 'not', 'eaten')"
chicken thigh rotisserie skin not eaten,kg,food,"Chicken thigh, rotisserie, skin not eaten",9.87,combined_food_emissions,chicken thigh rotisserie skin not eaten,"('chicken', 'thigh', 'rotisserie', 'skin', 'not', 'eaten')"
chicken thigh sauteed skin eaten,0.061,food,"chicken thigh, sauteed, skin eaten",9.87,Existing Dataset,chicken thigh sauteed skin eaten,"('chicken', 'thigh', 'sauteed', 'skin', 'eaten')"
chicken thigh sauteed skin eaten,kg,food,"Chicken thigh, sauteed, skin eaten",9.87,combined_food_emissions,chicken thigh sauteed skin eaten,"('chicken', 'thigh', 'sauteed', 'skin', 'eaten')"
chicken thigh sauteed skin not eaten,0.065,food,"chicken thigh, sauteed, skin not eaten",9.87,Existing Dataset,chicken thigh sauteed skin not eaten,"('chicken', 'thigh', 'sauteed', 'skin', 'not', 'eaten')"
chicken thigh sauteed skin not eaten,kg,food,"Chicken thigh, sauteed, skin not eaten",9.87,combined_food_emissions,chicken thigh sauteed skin not eaten,"('chicken', 'thigh', 'sauteed', 'skin', 'not', 'eaten')"
chicken thigh stewed skin eaten,0.048,food,"chicken thigh, stewed, skin eaten",9.87,Existing Dataset,chicken thigh stewed skin eaten,"('chicken', 'thigh', 'stewed', 'skin', 'eaten')"
chicken thigh stewed skin eaten,kg,food,"Chicken thigh, stewed, skin eaten",9.87,combined_food_emissions,chicken thigh stewed skin eaten,"('chicken', 'thigh', 'stewed', 'skin', 'eaten')"
chicken thigh stewed skin not eaten,0.049,food,"chicken thigh, stewed, skin not eaten",9.87,Existing Dataset,chicken thigh stewed skin not eaten,"('chicken', 'thigh', 'stewed', 'skin', 'not', 'eaten')"
chicken thigh stewed skin not eaten,kg,food,"Chicken thigh, stewed, skin not eaten",9.87,combined_food_emissions,chicken thigh stewed skin not eaten,"('chicken', 'thigh', 'stewed', 'skin', 'not', 'eaten')"
chicken wing baked broiled or roasted from raw,0.041,food,"chicken wing, baked, broiled, or roasted, from raw",9.87,Existing Dataset,chicken wing baked broiled or roasted from raw,"('chicken', 'wing', 'baked', 'broiled', 'or', 'roasted', 'from', 'raw')"
chicken wing baked broiled or roasted from raw,kg,food,"Chicken wing, baked, broiled, or roasted, from raw",9.87,combined_food_emissions,chicken wing baked broiled or roasted from raw,"('chicken', 'wing', 'baked', 'broiled', 'or', 'roasted', 'from', 'raw')"
chicken wing baked coated,0.045,food,"chicken wing, baked, coated",9.87,Existing Dataset,chicken wing baked coated,"('chicken', 'wing', 'baked', 'coated')"
chicken wing baked coated,kg,food,"Chicken wing, baked, coated",9.87,combined_food_emissions,chicken wing baked coated,"('chicken', 'wing', 'baked', 'coated')"
chicken wing baked or broiled from fast food restaurant,0.04,food,"chicken wing, baked or broiled, from fast food / restaurant",9.87,Existing Dataset,chicken wing baked or broiled from fast food restaurant,"('chicken', 'wing', 'baked', 'or', 'broiled', 'from', 'fast', 'food', 'restaurant')"
chicken wing baked or broiled from fast food restaurant,kg,food,"Chicken wing, baked or broiled, from fast food / restaurant",9.87,combined_food_emissions,chicken wing baked or broiled from fast food restaurant,"('chicken', 'wing', 'baked', 'or', 'broiled', 'from', 'fast', 'food', 'restaurant')"
chicken wing baked or broiled from pre cooked,0.057,food,"chicken wing, baked or broiled, from pre-cooked",9.87,Existing Dataset,chicken wing baked or broiled from pre cooked,"('chicken', 'wing', 'baked', 'or', 'broiled', 'from', 'pre', 'cooked')"
chicken wing baked or broiled from pre cooked,kg,food,"Chicken wing, baked or broiled, from pre-cooked",9.87,combined_food_emissions,chicken wing baked or broiled from pre cooked,"('chicken', 'wing', 'baked', 'or', 'broiled', 'from', 'pre', 'cooked')"
chicken wing fried coated from fast food,0.077,food,"chicken wing, fried, coated, from fast food",9.87,Existing Dataset,chicken wing fried coated from fast food,"('chicken', 'wing', 'fried', 'coated', 'from', 'fast', 'food')"
chicken wing fried coated from fast food,kg,food,"Chicken wing, fried, coated, from fast food",9.87,combined_food_emissions,chicken wing fried coated from fast food,"('chicken', 'wing', 'fried', 'coated', 'from', 'fast', 'food')"
chicken wing fried coated from pre cooked,0.047,food,"chicken wing, fried, coated, from pre-cooked",9.87,Existing Dataset,chicken wing fried coated from pre cooked,"('chicken', 'wing', 'fried', 'coated', 'from', 'pre', 'cooked')"
chicken wing fried coated from pre cooked,kg,food,"Chicken wing, fried, coated, from pre-cooked",9.87,combined_food_emissions,chicken wing fried coated from pre cooked,"('chicken', 'wing', 'fried', 'coated', 'from', 'pre', 'cooked')"
chicken wing fried coated from raw,0.046,food,"chicken wing, fried, coated, from raw",9.87,Existing Dataset,chicken wing fried coated from raw,"('chicken', 'wing', 'fried', 'coated', 'from', 'raw')"
chicken wing fried coated from raw,kg,food,"Chicken wing, fried, coated, from raw",9.87,combined_food_emissions,chicken wing fried coated from raw,"('chicken', 'wing', 'fried', 'coated', 'from', 'raw')"
chicken wing fried coated from restaurant,0.077,food,"chicken wing, fried, coated, from restaurant",9.87,Existing Dataset,chicken wing fried coated from restaurant,"('chicken', 'wing', 'fried', 'coated', 'from', 'restaurant')"
chicken wing fried coated from restaurant,kg,food,"Chicken wing, fried, coated, from restaurant",9.87,combined_food_emissions,chicken wing fried coated from restaurant,"('chicken', 'wing', 'fried', 'coated', 'from', 'restaurant')"
chicken wing grilled with sauce,0.045,food,"chicken wing, grilled with sauce",9.87,Existing Dataset,chicken wing grilled with sauce,"('chicken', 'wing', 'grilled', 'with', 'sauce')"
chicken wing grilled with sauce,kg,food,"Chicken wing, grilled with sauce",9.87,combined_food_emissions,chicken wing grilled with sauce,"('chicken', 'wing', 'grilled', 'with', 'sauce')"
chicken wing grilled without sauce,0.04,food,"chicken wing, grilled without sauce",9.87,Existing Dataset,chicken wing grilled without sauce,"('chicken', 'wing', 'grilled', 'without', 'sauce')"
chicken wing grilled without sauce,kg,food,"Chicken wing, grilled without sauce",9.87,combined_food_emissions,chicken wing grilled without sauce,"('chicken', 'wing', 'grilled', 'without', 'sauce')"
chicken wing ns as to cooking method,0.057,food,"chicken wing, ns as to cooking method",9.87,Existing Dataset,chicken wing ns as to cooking method,"('chicken', 'wing', 'ns', 'as', 'to', 'cooking', 'method')"
chicken wing ns as to cooking method,kg,food,"Chicken wing, NS as to cooking method",9.87,combined_food_emissions,chicken wing ns as to cooking method,"('chicken', 'wing', 'ns', 'as', 'to', 'cooking', 'method')"
chicken wing rotisserie,0.057,food,"chicken wing, rotisserie",9.87,Existing Dataset,chicken wing rotisserie,"('chicken', 'wing', 'rotisserie')"
chicken wing rotisserie,kg,food,"Chicken wing, rotisserie",9.87,combined_food_emissions,chicken wing rotisserie,"('chicken', 'wing', 'rotisserie')"
chicken wing sauteed,0.04,food,"chicken wing, sauteed",9.87,Existing Dataset,chicken wing sauteed,"('chicken', 'wing', 'sauteed')"
chicken wing sauteed,kg,food,"Chicken wing, sauteed",9.87,combined_food_emissions,chicken wing sauteed,"('chicken', 'wing', 'sauteed')"
chicken wing stewed,0.046,food,"chicken wing, stewed",9.87,Existing Dataset,chicken wing stewed,"('chicken', 'wing', 'stewed')"
chicken wing stewed,kg,food,"Chicken wing, stewed",9.87,combined_food_emissions,chicken wing stewed,"('chicken', 'wing', 'stewed')"
chicken wings boneless with hot sauce from fast food restaurant,0.056,food,"chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",9.87,Existing Dataset,chicken wing boneless with hot sauce from fast food restaurant,"('chicken', 'wing', 'boneless', 'with', 'hot', 'sauce', 'from', 'fast', 'food', 'restaurant')"
chicken wings boneless with hot sauce from fast food restaurant,kg,food,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",9.87,combined_food_emissions,chicken wing boneless with hot sauce from fast food restaurant,"('chicken', 'wing', 'boneless', 'with', 'hot', 'sauce', 'from', 'fast', 'food', 'restaurant')"
chicken wings boneless with hot sauce from other sources,0.081,food,"chicken ""wings"", boneless, with hot sauce, from other sources",9.87,Existing Dataset,chicken wing boneless with hot sauce from other source,"('chicken', 'wing', 'boneless', 'with', 'hot', 'sauce', 'from', 'other', 'source')"
chicken wings boneless with hot sauce from other sources,kg,food,"Chicken ""wings"", boneless, with hot sauce, from other sources",9.87,combined_food_emissions,chicken wing boneless with hot sauce from other source,"('chicken', 'wing', 'boneless', 'with', 'hot', 'sauce', 'from', 'other', 'source')"
chicken wings plain from fast food restaurant,0.077,food,"chicken ""wings"", plain, from fast food / restaurant",9.87,Existing Dataset,chicken wing from fast food restaurant,"('chicken', 'wing', 'from', 'fast', 'food', 'restaurant')"
chicken wings plain from fast food restaurant,kg,food,"Chicken ""wings"", plain, from fast food / restaurant",9.87,combined_food_emissions,chicken wing from fast food restaurant,"('chicken', 'wing', 'from', 'fast', 'food', 'restaurant')"
chicken wings plain from other sources,0.068,food,"chicken ""wings"", plain, from other sources",9.87,Existing Dataset,chicken wing from other source,"('chicken', 'wing', 'from', 'other', 'source')"
chicken wings plain from other sources,kg,food,"Chicken ""wings"", plain, from other sources",9.87,combined_food_emissions,chicken wing from other source,"('chicken', 'wing', 'from', 'other', 'source')"
chicken wings plain from precooked,0.047,food,"chicken ""wings"", plain, from precooked",9.87,Existing Dataset,chicken wing from precooked,"('chicken', 'wing', 'from', 'precooked')"
chicken wings plain from precooked,kg,food,"Chicken ""wings"", plain, from precooked",9.87,combined_food_emissions,chicken wing from precooked,"('chicken', 'wing', 'from', 'precooked')"
chicken wings with hot sauce from fast food restaurant,0.055,food,"chicken ""wings"" with hot sauce, from fast food / restaurant",9.87,Existing Dataset,chicken wing with hot sauce from fast food restaurant,"('chicken', 'wing', 'with', 'hot', 'sauce', 'from', 'fast', 'food', 'restaurant')"
